Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2015-16,20154 (Autumn 2015),R E 510 A,INTRO REAL ESTATE,"DERMISI, SOFIA",29,8,18,2,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),R E 511 A,RE APPRAISAL,"BITTER, CHRISTOPHER",31,8,10,7,2,3,1,,,,,,,,3.4
2015-16,20154 (Autumn 2015),R E 512 A,LEADERS BUILT ENV,"SCARAMASTRA, DEBORAH",33,9,12,8,3,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),R E 556 A,REAL EST INVESTMENTS,"MCGOVERN, EDWARD J",24,4,9,6,4,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),R E 561 A,R E CAPITAL MARKETS,"MAKAR, MICHAL T.",15,2,6,2,4,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),R E 571 A,REAL ESTATE DEVEL,"ROLFE, GEORGE R",17,4,4,5,4,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),REHAB 504 B,PROCEDRS 1 PE EXTRM,"RUNDELL, SEAN",21,8,13,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),REHAB 509 A,FUNCTIONAL SKILLS,"ROBINSON, CYNDI",24,4,19,1,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),REHAB 509 B,FUNCTIONAL SKILLS,"ROBINSON, CYNDI",21,1,20,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),REHAB 511 A,MUSCULOSKELETAL IV,"BENNETT, KIM",42,18,23,1,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),REHAB 517 A,PT SEMINAR,"KARTIN, DEBORAH",46,44,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),REHAB 522 A,NEUR TPCS REHAB MED,"KINNEY, GREG",37,2,21,9,4,,1,,,,,,,,3.4
2015-16,20154 (Autumn 2015),REHAB 522 B,NEUR TPCS REHAB MED,"KINNEY, GREG",46,9,24,10,3,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),REHAB 523 A,APPLIED NEURO,"MATSUDA, PATRICIA",42,19,23,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),REHAB 544 A,FNC ANAT RHAB EXTRM,"GUTHRIE, MARK R",39,1,18,12,3,5,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),REHAB 544 B,FNC ANAT RHAB EXTRM,"GUTHRIE, MARK R",46,9,22,8,6,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),REHAB 570 A,FOUNDATIONS OF OT,"POWELL, JANET M.",25,3,15,6,1,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),REHAB 574 A,OT IN PHYS DIS I,"MROZ, TRACY M",24,1,15,6,2,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),REHAB 582 A,ASSISTIVE TECH,"JIRIKOWIC, TRACY L.",24,8,14,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),RES D 520 A,P-INTRO OPER DENT,"WATAHA, JOHN C.",62,16,31,11,3,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),RES D 525 A,P-FIXED PROS,"LEPE, XAVIER",62,4,30,17,10,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),RHB PO 524 A,LL P&O II,"YAMANE, ANN",13,,1,8,2,2,,,,,,,,,3.2
2015-16,20154 (Autumn 2015),RUSS 101 D,FIRST-YEAR RUSSIAN,"BELIC, BOJAN",16,7,4,3,2,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),RUSS 101 E,FIRST-YEAR RUSSIAN,"ZAITSEVA, VALENTINA",18,12,,4,2,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),RUSS 110 A,INTRO RUSS CUL/CIV,"HENRY, BARBARA J",55,12,20,11,4,1,3,1,2,,,,,1,3.4
2015-16,20154 (Autumn 2015),RUSS 201 A,SECOND-YEAR RUSS,"ZAITSEVA, VALENTINA",22,9,6,3,2,2,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),RUSS 301 A,3RD YEAR RUSSIAN,"POLACK, ZOYA M",13,8,2,1,2,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SCAND 100 A,INTRO SCANDINAVIA,"JENNER, LARS B.",140,40,35,35,11,6,2,3,2,,1,,2,3,3.4
2015-16,20154 (Autumn 2015),SCAND 230 A,INTRO TO FOLKLORE,"SMIDCHENS, GUNTIS",26,8,10,5,1,,,,,,,,2,,3.3
2015-16,20154 (Autumn 2015),SCAND 270 A,SAGAS OF VIKINGS,"JENNER, LARS B.",114,83,13,4,3,2,1,2,1,,1,1,2,1,3.6
2015-16,20154 (Autumn 2015),SCAND 312 A,MSTRPCES SCAND LIT,"STECHER, MARIANNE T.",33,15,16,1,1,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SCAND 367 A,SEXUALITY IN SCAND,"DUBOIS, IA",97,35,55,6,1,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SCAND 370 A,THE VIKINGS,"LEIREN, TERJE I",44,7,14,10,5,3,2,2,,,,,,1,3.3
2015-16,20154 (Autumn 2015),SCAND 370 B,THE VIKINGS,"LEIREN, TERJE I",20,,9,7,3,,1,,,,,,,,3.3
2015-16,20154 (Autumn 2015),SCTL 501 A,LOGST AND ANALYSIS,"GOODCHILD, ANNE V.",35,13,20,1,,1,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SCTL 502 A,IT INTEGRATION,"KEOUGH, WILLIAM M",35,7,24,4,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SCTL 506 A,FIN AND PERF MGMT,"STULL, DANIEL G",28,8,13,5,2,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SEFS 520 A,GEOG INFO SYSTEMS,"DITTBRENNER, BENJAMIN J",20,20,,,,,,,,,,,,,4
2015-16,20154 (Autumn 2015),SLAV 101 A,SLAV LANDS&PEOPLES,"BELIC, BOJAN",17,14,1,,1,1,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SLAV 223 A,EAST EURO CINEMA,"CRNKOVIC, GORDANA P",49,21,9,6,10,2,,,,,,,1,,3.4
2015-16,20154 (Autumn 2015),SMEA 476 A,INTRO ENVIR LAW,"BRYANT, BETH C",19,16,3,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SMEA 485 A,PACIFIC TOURISM,"MILLER, MARC L",18,17,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SMEA 500 A,HUMAN DIMENSIONS,"FLUHARTY, DAVID L",32,6,24,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SMEA 521 A,GOV RESP CLIMATE CHG,"DOLSAK, NIVES",32,31,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SMEA 550 B,SPECIAL TOPICS,"ALLISON, EDWARD H.",16,8,8,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC 110 A,SURVEY SOCIOLOGY,"PITCHFORD, SUSAN",179,10,53,37,27,24,8,7,1,2,2,1,2,5,3
2015-16,20154 (Autumn 2015),SOC 212 A,COMP SOCIAL CHANGE,"KISTNER, KELLY",99,22,13,19,20,7,6,2,5,1,1,,1,2,3.1
2015-16,20154 (Autumn 2015),SOC 221 A,STAT FOR SOC SCI,"MORITA, JUNE G",45,1,6,8,12,4,7,1,1,,,,3,2,2.7
2015-16,20154 (Autumn 2015),SOC 230 A,US HEALTH DISPARITY,"LEE, HEDWIG E",100,37,28,9,4,10,4,4,1,1,,,,2,3.4
2015-16,20154 (Autumn 2015),SOC 230 B,US HEALTH DISPARITY,"LEE, HEDWIG E",96,49,21,11,5,3,2,2,3,,,,,,3.5
2015-16,20154 (Autumn 2015),SOC 270 A,SOCIAL PROBLEMS,"HARRIS, ALEXES",285,29,89,67,42,33,2,4,4,4,3,,3,5,3.2
2015-16,20154 (Autumn 2015),SOC 287 A,SOC OF SEXUALITY,"SCHWARTZ, PEPPER J",167,23,42,20,24,24,9,9,5,2,1,3,1,4,3
2015-16,20154 (Autumn 2015),SOC 292 A,PUBLIC SCHL IN AMER,"PITCHFORD, SUSAN",37,12,5,4,1,3,,2,1,1,2,1,4,1,2.8
2015-16,20154 (Autumn 2015),SOC 300 A,FOUND SOC INQUIRY,"TOLNAY, STEWART",151,30,58,12,18,2,6,8,3,,,,9,5,3.1
2015-16,20154 (Autumn 2015),SOC 316 A,SOCIOLOGICAL THEORY,SARAH QUINN,124,4,24,36,20,19,8,1,,,1,,5,6,2.9
2015-16,20154 (Autumn 2015),SOC 351 A,INTIMATE RELATNSHPS,"SCHWARTZ, PEPPER J",74,15,15,18,10,7,,3,,,1,,3,2,3.2
2015-16,20154 (Autumn 2015),SOC 352 B,THE FAMILY,"SONNENBERG, BETTINA",36,3,3,6,8,6,4,2,1,,,,1,2,2.8
2015-16,20154 (Autumn 2015),SOC 371 A,CRIMINOLOGY,"CRUTCHFIELD, ROBERT D",93,3,21,22,14,15,10,2,3,3,,,,,2.9
2015-16,20154 (Autumn 2015),SOC 374 A,LAW AND SOCIETY,"WENDER, JONATHAN M",100,13,21,10,25,16,4,4,3,1,,1,1,1,3
2015-16,20154 (Autumn 2015),SOC 379 A,ENVIRON SOCIOLOGY,"ASAH, STANLEY",13,5,4,4,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SOC 402 A,EDUCATION PRACTICUM,"DIEFENDORF, SARAH",16,3,5,4,,2,,,2,,,,,,3.2
2015-16,20154 (Autumn 2015),SOC 434 A,DEMOGRAPHIC ASIA,"LAVELY, WILLIAM R",13,2,5,3,1,2,,,,,,,,,3.3
2015-16,20154 (Autumn 2015),SOC 504 A,SOCIAL STATISTICS,"CROWDER, KYLE D.",18,3,15,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC 562 A,SMNR COMP RACE RLTN,"HIRSCHMAN, CHARLES",13,3,10,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC W 500 A,INTEL & HIST FNDTNS,"SOHNG, SUE",25,12,12,,1,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 500 B,INTEL & HIST FNDTNS,"DOTOLO, DANAE",25,8,14,2,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),SOC W 500 C,INTEL & HIST FNDTNS,"SELF, JEN",28,26,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 500 D,INTEL & HIST FNDTNS,"VESNESKI, WILLIAM",25,14,8,1,1,,,,,,,,,1,3.8
2015-16,20154 (Autumn 2015),SOC W 500 E,INTEL & HIST FNDTNS,"VESNESKI, WILLIAM",27,12,14,,,,,,,,,,1,,3.7
2015-16,20154 (Autumn 2015),SOC W 500 F,INTEL & HIST FNDTNS,"VESNESKI, WILLIAM",27,13,12,1,1,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 500 G,INTEL & HIST FNDTNS,"SOHNG, SUE",25,11,13,1,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC W 501 A,POVERTY&INEQUALITY,"BORJA, SHARON",28,19,7,,,,,,,,,,,2,3.8
2015-16,20154 (Autumn 2015),SOC W 501 B,POVERTY&INEQUALITY,"ROCHA, ANITA",26,19,7,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 501 C,POVERTY&INEQUALITY,"WATTS, JULIE L.",27,24,2,1,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 501 D,POVERTY&INEQUALITY,"MEYERS, MARCIA",25,10,14,1,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 504 A,SOC WRK SOC JUSTIC,"SELF, JEN",20,18,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 504 B,SOC WRK SOC JUSTIC,"BRINER, LESLIE",22,18,4,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 504 C,SOC WRK SOC JUSTIC,"HETHERINGTON, ZYNOVIA",22,10,12,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 504 D,SOC WRK SOC JUSTIC,"GANTI, ANJULIE",19,6,12,,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),SOC W 504 E,SOC WRK SOC JUSTIC,"LIN, JED M",21,16,4,,,,,,,,,,,1,3.8
2015-16,20154 (Autumn 2015),SOC W 504 F,SOC WRK SOC JUSTIC,"GANTI, ANJULIE",27,11,16,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC W 504 G,SOC WRK SOC JUSTIC,"WILSON, STEPHEN T.",26,26,,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 504 H,SOC WRK SOC JUSTIC,"WILSON, STEPHEN T.",25,25,,,,,,,,,,,,,4
2015-16,20154 (Autumn 2015),SOC W 505 A,SOC WELF RES,"MIENKO, JOSEPH A",23,16,5,2,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 505 B,SOC WELF RES,"BLAJESKI, SHANNON M",21,14,7,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 505 C,SOC WELF RES,"DE FRIES, STACEY A",27,18,8,,,,,,,,,,1,,3.7
2015-16,20154 (Autumn 2015),SOC W 510 A,PR 1-INTRO SW PRAC,"DELONG, JAMES B",21,18,3,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 510 B,PR 1-INTRO SW PRAC,"RANCHIGODA, TANYA D",20,6,14,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC W 510 C,PR 1-INTRO SW PRAC,"RYAN, ALICE, C",22,17,3,,,,,,,,,,,2,3.9
2015-16,20154 (Autumn 2015),SOC W 510 D,PR 1-INTRO SW PRAC,"TIMBANG, NORMA",21,19,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 510 E,PR 1-INTRO SW PRAC,"MWAMBA, KHALFANI",19,18,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 521 A,CHILD-FAM POL/SVCS,"PECORA, PETER J",28,20,8,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 526 A,MULTI-GEN POLICY,"LEWIS, JORDAN P",16,13,2,1,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 527 A,GLOBALIZATION,"SOHNG, SUE",29,21,8,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 528 A,HEALTH CARE POLICY,"ALMGREN, GUNNAR R PHD",25,14,7,3,,,,,1,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC W 529 A,MENTAL HLTH POLICY,"STUBER, JENNIFER",21,10,11,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 529 B,MENTAL HLTH POLICY,"STUBER, JENNIFER",18,12,6,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 530 A,ADV PRAC: CH & FAM,"ROBERSON, KENDRA C.",14,3,9,2,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SOC W 530 B,ADV PRAC: CH & FAM,"ROBERSON, KENDRA C.",13,4,6,3,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SOC W 534 A,PRAXIS/INTERG DIAL,"TIMBANG, NORMA",29,29,,,,,,,,,,,,,4
2015-16,20154 (Autumn 2015),SOC W 540 A,ADV HEALTH PRACT I,"MOORE, MEGAN",24,13,10,1,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 544 A,CLINICAL SW INDIV I,"ETNYRE, WILLIAM S",19,16,3,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 544 B,CLINICAL SW INDIV I,"ETNYRE, WILLIAM S",26,22,4,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 549 A,ADV PRACT II: MG,"SALGADO, BEATRIZ",20,17,2,1,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 550 A,PRGRM MGMT & CHANGE,"SARJU, MICHELLE",22,16,5,1,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC W 557 A,CRITICL ILLNSS CARE,"SHULTZ, BONNIE",14,14,,,,,,,,,,,,,4
2015-16,20154 (Autumn 2015),SOC W 560 A,POLICY PROCESSES,"GAVIN, AMELIA",22,15,4,1,,1,,,1,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC W 563 A,ADV PRACT II: H/MH,"JOHNSON, SANDRA",17,12,5,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 563 B,ADV PRACT II: H/MH,"HAITHCOX, PAMELA G.",19,8,10,1,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC W 571 A,MENTAL DISORDERS,"RANCHIGODA, TANYA D",28,6,20,1,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),SOC W 571 B,MENTAL DISORDERS,"KIERNAN, BRIAN A",31,18,12,,,,,,,,,,,1,3.8
2015-16,20154 (Autumn 2015),SOC W 593 B,CHEMDEP:ASSESS/CNSL,"JACKSON, THOMAS R.",25,23,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC WF 200 A,INTRO SOC WLFR PRAC,"BALASSONE, MARY LOU",42,25,12,3,1,1,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC WF 200 B,INTRO SOC WLFR PRAC,"BALASSONE, MARY LOU",33,20,9,3,1,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC WF 310 A,SOCL WELF PRAC I,"BUSCH, TERESA S",24,10,11,2,1,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SOC WF 310 B,SOCL WELF PRAC I,"MACY, JANE",23,5,9,4,4,,,,,,,,,1,3.5
2015-16,20154 (Autumn 2015),SOC WF 390 A,SOC WELFARE RESEARCH,"LA FAZIA, DAVID M.",24,20,4,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC WF 390 B,SOC WELFARE RESEARCH,"JUNG, HYUNZEE",23,5,16,1,1,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SOC WF 402 A,HUM BEH & SOC ENV 1,"ABY, MARTHA",47,28,15,3,,,,,,,,,,1,3.8
2015-16,20154 (Autumn 2015),SOC WF 405 A,FIELDWORK SEMINAR,"SALAS, DEBORAH",23,15,8,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SOC WF 405 B,FIELDWORK SEMINAR,"BAGSHAW, MICHELLE",22,21,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SOC WL 591 A,SOC-WELFARE SEMINAR,"NURIUS, PAULA S",14,7,7,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SPAN 101 A,ELEMENTARY SPANISH,"SPANNAGEL BRADLEY, SABRINA",21,2,10,3,1,3,,,1,,1,,,,3.2
2015-16,20154 (Autumn 2015),SPAN 101 B,ELEMENTARY SPANISH,"SPANNAGEL BRADLEY, SABRINA",22,3,9,3,3,3,,1,,,,,,,3.4
2015-16,20154 (Autumn 2015),SPAN 102 B,ELEMENTARY SPANISH,"FITZMORRIS, MOLLY",21,2,6,5,,3,1,,3,,,,,1,3
2015-16,20154 (Autumn 2015),SPAN 102 C,ELEMENTARY SPANISH,"ALBU, RUXANDRA-DANA",23,2,9,5,2,3,2,,,,,,,,3.3
2015-16,20154 (Autumn 2015),SPAN 102 D,ELEMENTARY SPANISH,"SUGAR, ALEXANDER",22,4,9,4,3,1,,1,,,,,,,3.4
2015-16,20154 (Autumn 2015),SPAN 103 A,ELEMENTARY SPANISH,"CHUECO MONTILLA, ROCIO",22,1,8,5,3,2,1,1,,,,1,,,3.1
2015-16,20154 (Autumn 2015),SPAN 103 B,ELEMENTARY SPANISH,"ORDIZ ALONSO-COLLADA, INES",20,1,12,3,2,2,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),SPAN 103 C,ELEMENTARY SPANISH,"CARRILLO, MELISSA",20,,9,5,3,2,,,1,,,,,,3.2
2015-16,20154 (Autumn 2015),SPAN 103 D,ELEMENTARY SPANISH,"PEREZ, ELIZABETH PRISCILLA",21,7,10,1,1,2,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SPAN 103 E,ELEMENTARY SPANISH,"GILBERT, ERIN",23,2,6,5,2,2,2,,1,1,,1,1,,2.8
2015-16,20154 (Autumn 2015),SPAN 121 A,SPANISH IMMERSION,"KENNEDY, DONALLY",15,3,4,4,2,,,,1,,,,,1,3.3
2015-16,20154 (Autumn 2015),SPAN 121 B,SPANISH IMMERSION,"KENNEDY, DONALLY",18,3,8,2,2,1,,,,,1,,,1,3.4
2015-16,20154 (Autumn 2015),SPAN 201 A,INTERMEDIATE SPAN,"ARROYAVE, JUAN",22,4,14,1,1,,,,,,1,1,,,3.4
2015-16,20154 (Autumn 2015),SPAN 201 C,INTERMEDIATE SPAN,"GONZALEZ, JORGE",17,,9,3,3,,,,,1,,,,1,3.3
2015-16,20154 (Autumn 2015),SPAN 201 D,INTERMEDIATE SPAN,"LOPEZ VERGARA, SEBASTIAN O",23,,12,5,3,1,2,,,,,,,,3.3
2015-16,20154 (Autumn 2015),SPAN 201 E,INTERMEDIATE SPAN,"MCCOY, ERIN L",20,,5,5,3,5,,1,1,,,,,,3
2015-16,20154 (Autumn 2015),SPAN 201 L,INTERMEDIATE SPAN,"HAUSENFLUCK, MICHAEL",16,1,5,4,3,2,,1,,,,,,,3.2
2015-16,20154 (Autumn 2015),SPAN 202 A,INTERMEDIATE SPAN,"HERLAND, MARGARET",18,1,8,3,4,,,,1,,,,,1,3.3
2015-16,20154 (Autumn 2015),SPAN 202 B,INTERMEDIATE SPAN,"KAMINSKY, NORMA G.",14,1,11,,1,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),SPAN 202 C,INTERMEDIATE SPAN,"DURAN REAL, ANGELA",20,2,12,1,3,,,,1,,1,,,,3.3
2015-16,20154 (Autumn 2015),SPAN 202 D,INTERMEDIATE SPAN,"VILLANUEVA CHAVEZ, JUDITH I",18,3,11,4,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SPAN 203 B,INTERMEDIATE SPAN,"VILCHEZ VELEDA, ALBERTO",16,5,9,,1,,,,,,,1,,,3.5
2015-16,20154 (Autumn 2015),SPAN 203 C,INTERMEDIATE SPAN,"TIERNEY, SUZANNE",16,1,11,2,1,,1,,,,,,,,3.5
2015-16,20154 (Autumn 2015),SPAN 203 D,INTERMEDIATE SPAN,"VILCHEZ VELEDA, ALBERTO",20,,15,5,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),SPAN 216 A,HERITAGE LEARNERS,"GILLMAN, MARIA",16,,5,3,4,3,1,,,,,,,,3.1
2015-16,20154 (Autumn 2015),SPAN 301 A,ADVANCED SPANISH,"GONZALEZ, JORGE",24,3,9,7,2,2,,,,,,,1,,3.2
2015-16,20154 (Autumn 2015),SPAN 301 B,ADVANCED SPANISH,"GONZALEZ, JORGE",14,,9,2,1,,,,,,,1,1,,3
2015-16,20154 (Autumn 2015),SPAN 301 C,ADVANCED SPANISH,"MEDIAVILLA, MARILIS",17,1,7,5,1,2,,,,,,,,1,3.3
2015-16,20154 (Autumn 2015),SPAN 301 D,ADVANCED SPANISH,"TIERNEY, SUZANNE",16,,8,5,2,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),SPAN 302 A,ADVANCED SPANISH,"RANEDA, INMA",41,21,20,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SPAN 302 B,ADVANCED SPANISH,"RANEDA, INMA",16,6,7,2,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),SPAN 303 A,ADVANCED SPANISH,"VILLANUEVA CHAVEZ, JUDITH I",32,8,19,1,2,1,,,,,,,1,,3.5
2015-16,20154 (Autumn 2015),SPAN 303 B,ADVANCED SPANISH,"VILLANUEVA CHAVEZ, JUDITH I",15,7,5,,,,,,2,,,,,1,3.5
2015-16,20154 (Autumn 2015),SPAN 307 A,COLONIAL LAT-AM LIT,"JAFFEE, SAMUEL J",20,,12,2,2,1,,2,,,,,1,,3.1
2015-16,20154 (Autumn 2015),SPAN 316 A,COMP FOR HERITAGE,"MEDIAVILLA, MARILIS",13,3,4,2,1,1,,1,1,,,,,,3.2
2015-16,20154 (Autumn 2015),SPAN 321 A,INTRO LITRARY STDS,"GEIST, ANTHONY",43,11,19,4,6,2,,,,,,,,1,3.5
2015-16,20154 (Autumn 2015),SPAN 360 A,CONTEMPORARY SPAIN,"RANEDA, INMA",20,9,7,1,2,,1,,,,,,,,3.6
2015-16,20154 (Autumn 2015),SPAN 398 A,TOPICS SPAN LING,"FERNANDEZ-MALLAT, VICTOR",16,1,9,4,,2,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),SPAN 403 A,EVOLUTION SPAN LANG,"GOMEZ-BRAVO, ANA M",14,2,7,1,4,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),SPAN 406 A,ADV SPAN GRAMMAR,"FERNANDEZ-MALLAT, VICTOR",29,2,16,5,4,1,,,,,,,,1,3.4
2015-16,20154 (Autumn 2015),SPAN 453 A,CERVANTES & TIMES,"GILBERT-SANTAMARIA, DONALD",23,6,12,4,,,,,,,,,,1,3.6
2015-16,20154 (Autumn 2015),SPAN 484 A,CONTEMP LAT AM LIT,"O'HARA, EDGAR",13,4,1,3,3,1,1,,,,,,,,3.3
2015-16,20154 (Autumn 2015),SPH 380 A,PH HISTORY,"KWAN-GETT, TAO",104,22,69,9,3,1,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),SPH 480 A,PH RESEARCH METHODS,"BASEMAN, JANET G.",129,15,23,32,36,12,5,4,1,1,,,,,3.1
2015-16,20154 (Autumn 2015),SPH 491 A,CAPSTONE I,"HINCHEY, DEBORAH M",23,13,8,,,,1,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),SPH 491 B,CAPSTONE I,"HINCHEY, DEBORAH M",31,19,9,2,,,,,,,,,1,,3.7
2015-16,20154 (Autumn 2015),SPHSC 100 A,VOICE&ARTIC IMPROV,"PAOLINI, KATHERINE",29,7,15,2,1,2,,,,,,,,2,3.6
2015-16,20154 (Autumn 2015),SPHSC 100 B,VOICE&ARTIC IMPROV,"PAOLINI, KATHERINE",30,7,17,1,2,1,,1,1,,,,,,3.5
2015-16,20154 (Autumn 2015),SPHSC 100 C,VOICE&ARTIC IMPROV,"KRETCHMER, ANDREA",25,13,7,,1,2,,,,,,,,2,3.7
2015-16,20154 (Autumn 2015),SPHSC 100 D,VOICE&ARTIC IMPROV,"KRETCHMER, ANDREA",15,4,7,1,,2,,,,,,,1,,3.3
2015-16,20154 (Autumn 2015),SPHSC 303 A,LANGUAGE SCIENCE,"THORNE, JOHN C",33,7,11,9,1,2,1,,,,,,1,1,3.3
2015-16,20154 (Autumn 2015),SPHSC 303 B,LANGUAGE SCIENCE,"THORNE, JOHN C",21,15,4,1,1,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),SPHSC 305 A,SPEECH & LANG DIS,"COGGINS, TRUMAN E",57,13,25,10,6,1,2,,,,,,,,3.5
2015-16,20154 (Autumn 2015),SPHSC 305 B,SPEECH & LANG DIS,"COGGINS, TRUMAN E",25,19,6,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),SPHSC 371 A,HEARING DISORDERS,"TREMBLAY, KELLY L.",66,15,30,10,7,2,,,2,,,,,,3.5
2015-16,20154 (Autumn 2015),SPHSC 462 A,HEARING DEVELOPMENT,"LAU, BONNIE",22,4,10,4,4,,,,,,,,,,3.5
