Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2015-16,20154 (Autumn 2015),PB AF 511 A,MANAGING POLICY PROC,"THOMAS, CRAIG W.",46,13,25,4,3,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PB AF 511 B,MANAGING POLICY PROC,"ALLARD, SCOTT W",45,,29,16,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),PB AF 511 C,MANAGING POLICY PROC,"THOMAS, CRAIG W.",41,7,31,2,1,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PB AF 511 D,MANAGING POLICY PROC,"EVANS, LAURA E",42,,19,16,5,2,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),PB AF 516 A,ECN POL ANLYS MGT I,"EWING, ANDREW",59,12,30,17,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PB AF 516 B,ECN POL ANLYS MGT I,"ANDERSON, C. LEIGH",60,7,25,15,7,5,,,,,,,,1,3.4
2015-16,20154 (Autumn 2015),PB AF 516 C,ECN POL ANLYS MGT I,"DILLON, BRIAN M",57,3,23,23,5,3,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),PB AF 518 A,APP COST BENEFIT AN,"VIGDOR, ELIZABETH RICHARDSON",30,8,21,,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),PB AF 520 A,INTERGOV RELATIONS,"EVANS, LAURA E",17,1,13,3,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),PB AF 522 A,FINAN MNGT & BUDG,"MARLOWE, JUSTIN",58,,31,22,4,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),PB AF 522 B,FINAN MNGT & BUDG,"MARLOWE, JUSTIN",60,,44,15,1,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),PB AF 522 C,FINAN MNGT & BUDG,"KIOKO, SHARON N",55,,21,28,4,1,,,,,,,,1,3.3
2015-16,20154 (Autumn 2015),PB AF 529 A,ADV MULTIVAR ANALYS,"LONG, MARK C",33,4,21,6,1,,,,,,,,,1,3.5
2015-16,20154 (Autumn 2015),PB AF 531 A,DEVELOPMENT MGMT,"FRITZEN, SCOTT A",39,16,19,4,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),PB AF 541 A,ROLE OF NGO INT DEV,"GUGERTY, MARY KAY",30,1,27,,,,,,,,,,,2,3.7
2015-16,20154 (Autumn 2015),PB AF 550 A,MGMT NONPROFIT ORGS,"SUAREZ, DAVID F",41,13,28,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),PB AF 552 A,PHILANTHROPY &SOCTY,"SUAREZ, DAVID F",24,5,18,1,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),PB AF 555 A,TPCS NONPROFIT MGT,"MILLS, ERICA N.",21,3,15,3,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PB AF 566 A,COMM ECON DEVEL,"HERRANZ JR, JOAQUIN",46,28,18,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PB AF 567 A,COMM ENGAG URB GOV,"DILLARD, KARA N.",28,24,4,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PB AF 583 A,SCI TECH & POLICY,"TRAXLER, GREG",14,1,10,3,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PB AF 594 A,ECON ENVIRON MGMT,"COOK, JOE",23,1,21,,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),PB AF 597 A,ENV DECISION ANALYS,"CULLEN, ALISON",30,4,22,4,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PCEUT 531 A,P-PHARM FORMULATION,"LEE, SUZANNE",97,8,26,22,17,10,7,7,,,,,,,3.1
2015-16,20154 (Autumn 2015),PERIO 575 A,ORAL IMMUNOLOGY,"ROBERTS, FRANK A.",18,12,6,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PERIO 582 A,TREATMNT PLANN SMNR,"DIXON, DOUGLAS R.",26,,1,9,16,,,,,,,,,,3.1
2015-16,20154 (Autumn 2015),PERIO 585 A,PERIO THERAPY SMNR,"DIXON, DOUGLAS R.",26,,1,3,22,,,,,,,,,,3
2015-16,20154 (Autumn 2015),PERIO 586 A,LONGITUDINAL PERIO,"DIXON, DOUGLAS R.",18,,4,5,9,,,,,,,,,,3.1
2015-16,20154 (Autumn 2015),PHARM 510 A,CNTM CLIN NUTR SUPT,"CHAN, LINGTAK-NEANDER",37,36,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PHARM 516 A,BMED REG AFF INTRO,"HAZLET, THOMAS K.",13,11,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PHARM 539 A,P-PRIN PROF PRAC MGT,"SOMANI, SHABIR",91,90,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PHARM 542 A,P-MANAGED PHARM,"PENNA, PETER",16,4,12,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),PHARM 543 A,PHARM LAWS & ETHICS,"HAZLET, THOMAS K.",87,61,20,6,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PHARM 558 A,OTC DRUGS,"ELLSWORTH, ALLAN J",96,10,62,21,2,,,,,,,,1,,3.5
2015-16,20154 (Autumn 2015),PHARM 560 A,P'THERAPEUTICS IV,"BAUER, LARRY A",94,5,10,22,20,25,10,1,,,,,1,,2.9
2015-16,20154 (Autumn 2015),PHARM 564 A,APP PHARMACOTHER II,"MIKE, LEIGH ANN",91,76,5,,8,2,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PHARM 572 A,PHARM ADVOCACY I,"DOWNING, DONALD F.",25,25,,,,,,,,,,,,,4
2015-16,20154 (Autumn 2015),PHARM 584 A,PHARM PRACTICE I,"HAMMER, DANA P.",93,35,45,12,1,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),PHARM 592 A,DSGN&ANLY MED STDY,"DEVINE, BETH",88,57,28,2,1,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PHCOL 401 A,GEN PHCOL I,"GARDNER, RICHARD G.",95,17,31,16,15,10,3,2,1,,,,,,3.3
2015-16,20154 (Autumn 2015),PHCOL 434 A,GEN PHCOL,"GRUBBS, ROBERT D",62,,13,23,12,8,6,,,,,,,,3.1
2015-16,20154 (Autumn 2015),PHG 200 A,PUBLIC HLTH GENOMICS,"GOGARTEN, JENNIFER MORRIS",85,60,14,5,2,2,,2,,,,,,,3.7
2015-16,20154 (Autumn 2015),PHIL 100 A,INTRO TO PHILOSOPHY,"WOODY, ANDREA",193,13,56,44,35,25,5,3,1,1,,,6,4,3.1
2015-16,20154 (Autumn 2015),PHIL 100 B,INTRO TO PHILOSOPHY,"ROBUS, OLIN M.",30,6,17,1,2,,1,,,,,1,1,1,3.4
2015-16,20154 (Autumn 2015),PHIL 115 A,PRACTICAL REASONING,"ADDINGTON, DUSTYN STONE",29,4,10,6,4,1,2,1,,1,,,,,3.2
2015-16,20154 (Autumn 2015),PHIL 115 B,PRACTICAL REASONING,"BENCHIMOL, JASON D.",41,25,6,,3,1,,,,,2,,2,2,3.4
2015-16,20154 (Autumn 2015),PHIL 120 A,INTRO TO LOGIC,"MAYO-WILSON, CONOR",194,81,64,7,11,4,3,3,2,1,3,,7,8,3.4
2015-16,20154 (Autumn 2015),PHIL 160 A,PERSPECTIVES ON SCI,"HANKINSON NELSON, LYNN",97,42,37,10,2,3,,1,2,,,,,,3.6
2015-16,20154 (Autumn 2015),PHIL 240 A,INTRO TO ETHICS,"ROBERTS, JEAN",98,23,27,20,18,6,2,,,,,,1,1,3.4
2015-16,20154 (Autumn 2015),PHIL 241 A,TOPICS IN ETHICS,"MOSKALIK, JANICE E.",29,3,11,2,4,2,2,,,,,,1,4,3.2
2015-16,20154 (Autumn 2015),PHIL 242 A,MEDICAL ETHICS,"GOERING, SARA L.",191,8,58,41,36,28,11,,2,,1,3,2,1,3.1
2015-16,20154 (Autumn 2015),PHIL 340 A,HIST ANCIENT ETHICS,"ROBERTS, JEAN",28,3,11,3,4,1,,2,1,,,,,3,3.2
2015-16,20154 (Autumn 2015),PHIL 342 A,HIST MODERN ETHICS,"ROSENTHAL, MICHAEL",33,3,12,10,6,1,,,,,,,,1,3.3
2015-16,20154 (Autumn 2015),PHIL 345 A,MORL ISS LIFE DEATH,"FRANCO, PAUL L.",27,6,10,2,3,1,1,1,,,,,1,2,3.3
2015-16,20154 (Autumn 2015),PHIL 360 A,TOP IN PHI OF SCI,"HANKINSON NELSON, LYNN",32,24,8,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PHIL 410 A,SOCIAL PHILOSOPHY,"FOURIE, CARINA",21,2,4,5,2,3,1,,,,,,,4,3.2
2015-16,20154 (Autumn 2015),PHIL 414 A,PHILOSOPHY OF LAW,"MOORE, RONALD M",30,10,17,1,2,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PHIL 415 A,ANIMAL WELFARE,"EMMERMAN-MAZNER, KAREN S.",19,8,4,,2,1,2,,,,,,2,,3.1
2015-16,20154 (Autumn 2015),PHIL 449 A,PHILOSOPHY OF FILM,"SCHNEE, IAN",29,11,6,4,1,2,,1,,,,,2,2,3.3
2015-16,20154 (Autumn 2015),PHIL 450 A,EPISTEMOLOGY,"TALBOTT, WILLIAM J",25,6,5,1,5,2,2,2,,,,,,2,3.2
2015-16,20154 (Autumn 2015),PHIL 470 A,INTERMEDIATE LOGIC,"MAYO-WILSON, CONOR",27,4,8,5,2,,,1,1,,,,,6,3.4
2015-16,20154 (Autumn 2015),PHRMRA 527 A,INTERNAT REG AFFAIR,"HAMMOND, DAVID T",20,18,1,,1,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PHRMRA 536 A,REG AFFAIRS SKILLS,"ROSE, LYNN M.",13,5,8,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),PHRMRA 554 A,ADV REG I,"HAMMOND, DAVID T",20,15,3,,2,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PHYS 101 A,PHYS SCI INQUIRY I,"MCDERMOTT, LILLIAN C.",17,,7,,3,3,,2,,,,,,2,3.1
2015-16,20154 (Autumn 2015),PHYS 114 A,GENERAL PHYSICS,"OZONDER, SENER",187,15,36,35,33,32,14,4,5,2,,1,,10,3
2015-16,20154 (Autumn 2015),PHYS 114 B,GENERAL PHYSICS,"TOLICH, KAZUMI",244,19,34,32,40,52,21,21,11,9,1,,1,3,2.8
2015-16,20154 (Autumn 2015),PHYS 114 C,GENERAL PHYSICS,"OZONDER, SENER",191,14,40,34,34,38,11,9,3,,1,,,7,3
2015-16,20154 (Autumn 2015),PHYS 115 A,GENERAL PHYSICS,"TOLICH, KAZUMI",244,19,43,43,35,45,24,18,8,3,,1,2,3,2.9
2015-16,20154 (Autumn 2015),PHYS 116 A,GENERAL PHYSICS,"BULGAC, AUREL",84,25,34,11,8,4,,,,,,,,2,3.5
2015-16,20154 (Autumn 2015),PHYS 121 A,MECHANICS,"REID, JAMES H",231,15,41,35,42,46,19,12,6,4,,,3,8,2.9
2015-16,20154 (Autumn 2015),PHYS 121 B,MECHANICS,"HERON, PAULA",68,10,18,9,11,11,4,,3,,1,,1,,3.1
2015-16,20154 (Autumn 2015),PHYS 121 C,MECHANICS,"DETWILER, JASON",246,21,40,48,38,53,25,8,3,1,,,1,8,3
2015-16,20154 (Autumn 2015),PHYS 121 D,MECHANICS,"PEDIGO, R. DARYL",226,23,26,34,26,45,27,12,8,4,1,1,4,15,2.8
2015-16,20154 (Autumn 2015),PHYS 122 A,ELECTROMAGNETISM,"TOLICH, NIKOLAI",238,21,33,38,46,39,27,21,4,1,1,1,1,5,2.9
2015-16,20154 (Autumn 2015),PHYS 122 B,ELECTROMAGNETISM,"TOLICH, NIKOLAI",218,21,41,34,28,38,23,17,6,3,1,,3,3,2.9
2015-16,20154 (Autumn 2015),PHYS 123 A,WAVES,"GOUSSIOU, ANNA",228,14,43,36,32,46,25,17,4,2,1,3,3,2,2.8
2015-16,20154 (Autumn 2015),PHYS 207 A,PHYS OF MUSIC,"CHALOUPKA, VLADIMIR",51,7,7,7,5,11,1,2,1,,,,4,6,2.8
2015-16,20154 (Autumn 2015),PHYS 217 A,ENERGY FUTURE,"BLINOV, BORIS",43,31,5,2,,,,3,,,,,,2,3.7
2015-16,20154 (Autumn 2015),PHYS 224 A,THERMAL PHYSICS,"OLMSTEAD, MARJORIE A.",132,10,15,27,20,24,11,5,9,,,,4,7,2.8
2015-16,20154 (Autumn 2015),PHYS 226 A,PARTICLES&SYMMETRY,"SHARPE, STEPHEN R.",62,3,12,9,11,11,6,2,3,,3,1,1,,2.8
2015-16,20154 (Autumn 2015),PHYS 227 A,ELEM MATH PHYS,"NELSON, ANN E",128,40,15,9,9,15,17,9,,1,2,1,3,7,3
2015-16,20154 (Autumn 2015),PHYS 231 A,INTRO EXPERMTL PHYS,"LUBATTI, HENRY J.",64,6,32,1,6,6,1,1,,,,,7,4,3
2015-16,20154 (Autumn 2015),PHYS 248 C,INTRO SEL TOPICS,"HSU, SHIH-CHIEH",15,2,11,1,,,,,,,,,,1,3.7
2015-16,20154 (Autumn 2015),PHYS 321 A,ELECTROMAGNETISM,"ROSENBERG, LESLIE",103,7,44,18,15,6,,1,1,,,,8,3,3.1
2015-16,20154 (Autumn 2015),PHYS 324 A,QUANTUM MECHANICS,"SCHICK, MICHAEL",82,13,18,17,7,12,6,2,1,,,,2,4,3.1
2015-16,20154 (Autumn 2015),PHYS 328 A,STATISTICAL PHYSICS,"DEN NIJS, MARCEL P",68,7,12,17,8,11,2,4,3,2,,,1,1,3
2015-16,20154 (Autumn 2015),PHYS 331 A,OPTICS LABORATORY,"XU, XIAODONG",57,6,22,14,7,,1,2,,2,1,,,2,3.2
2015-16,20154 (Autumn 2015),PHYS 422 A,CTMP NUCL/PART PHYS,"WATTS, GORDON T.",26,6,11,7,1,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),PHYS 433 A,MODERN PHYSICS LAB,"LUBATTI, HENRY J.",16,9,2,1,,,1,1,,,,,1,1,3.3
2015-16,20154 (Autumn 2015),PHYS 434 A,COMPT PHYS MEAS,"BURNETT, TOBY",22,8,10,2,2,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PHYS 494 A,SEM CURRENT PROBS,"GUNDLACH, JENS",26,2,8,10,2,2,,,1,,,,,1,3.3
2015-16,20154 (Autumn 2015),PHYS 513 A,ELECTRMAG & RELTVTY,"BEANE, SILAS R.",37,2,17,5,7,5,,1,,,,,,,3.3
2015-16,20154 (Autumn 2015),PHYS 517 A,QUANTUM MECHANICS,"MILLER, GERALD A.",33,8,6,7,3,6,1,,1,,,,,1,3.2
2015-16,20154 (Autumn 2015),PHYS 524 A,THERMO & STAT MECH,"ANDREEV, ANTON",40,2,17,8,9,3,,,,,,,,1,3.3
2015-16,20154 (Autumn 2015),PHYS 555 A,COSMOL/PART ASTRPHY,"MORALES, MIGUEL F",16,2,11,2,,,,,,,,,,1,3.6
2015-16,20154 (Autumn 2015),PHYS 575 C,SEL TPCS APPL PHYS,"WILKES, R. JEFFREY",16,13,1,1,1,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),POL S 201 A,INTRO POL THEORY,"TAYLOR, KIRSTINE S.",180,24,58,30,27,16,3,5,3,3,1,2,3,5,3.1
2015-16,20154 (Autumn 2015),POL S 202 A,INTRO TO AMER POL,"THORPE, REBECCA U",237,24,96,53,31,17,3,3,2,,1,,2,5,3.3
2015-16,20154 (Autumn 2015),POL S 203 A,INTRO INTERNATL REL,"D'AMBRUOSO, WILLIAM L.",223,7,35,61,45,35,15,7,6,2,,1,2,7,2.9
2015-16,20154 (Autumn 2015),POL S 204 A,INTRO TO COMPAR POL,"DUMAN, YOAV H.",185,19,78,36,24,17,5,,2,,,3,,1,3.3
2015-16,20154 (Autumn 2015),POL S 205 A,POL SCI AS SOCL SCI,"SMITH, MARK A.",50,3,13,10,7,7,3,4,2,1,,,,,3
2015-16,20154 (Autumn 2015),POL S 246 A,AFRAM POLITICS,"PARKER, CHRISTOPHER S",28,2,5,5,2,3,2,2,7,,,,,,2.7
2015-16,20154 (Autumn 2015),POL S 270 B,INTRO TO POL ECON,"GILL, ANTHONY J",25,7,15,2,1,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),POL S 304 B,AM PRESS & POLITICS,"SYFERT, COLLIN J.",15,5,7,2,,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),POL S 309 A,PRE-MOD POL THOUGHT,"MILLER, GREGG",28,3,8,9,3,,2,,,,,,1,2,3.2
2015-16,20154 (Autumn 2015),POL S 312 A,SURV AM POL THOUGHT,"TURNER III, JACK",35,4,8,1,5,6,1,,1,1,,,2,6,2.9
2015-16,20154 (Autumn 2015),POL S 321 B,AMER FOREIGN POLICY,"DATTA, ROBIN",83,14,11,16,13,11,8,1,,,,,1,8,3.1
2015-16,20154 (Autumn 2015),POL S 322 A,POLIT ECON LAT AMER,"MENALDO, VICTOR A.",66,5,27,18,9,3,1,,,,1,,,2,3.3
2015-16,20154 (Autumn 2015),POL S 331 A,MID EAST N AFRICA,"GOLDBERG, ELLIS J",134,39,48,25,9,7,3,,,,,,1,2,3.5
2015-16,20154 (Autumn 2015),POL S 346 A,WESTERN EUROPE GOVT,"WENDLER, FRANK",14,1,7,3,2,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),POL S 357 A,MINORITY REP & VOTE,"OSKOOII, KASSRA AR",44,2,12,16,6,1,1,3,,,,,,3,3.2
2015-16,20154 (Autumn 2015),POL S 367 A,COMP LAW AND COURTS,"DA SILVA MELO, TANIA R",42,3,16,14,2,2,2,1,1,,,,1,,3.2
2015-16,20154 (Autumn 2015),POL S 368 A,INTL HUMAN RIGHTS,"MAYERFELD, JAMIE",122,12,40,29,23,11,3,,1,,,,,3,3.3
2015-16,20154 (Autumn 2015),POL S 398 A,H-HONORS SEMINAR,"MCCANN, MICHAEL W",15,11,4,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),POL S 401 A,POL THEORY ADV SEM,"TAYLOR, KIRSTINE S.",18,7,6,1,,2,,1,1,,,,,,3.4
2015-16,20154 (Autumn 2015),POL S 427 A,INTL POL ECONOMY,"BALAAM, DAVID NORMAN",41,1,8,8,13,5,,3,1,,1,1,,,2.9
2015-16,20154 (Autumn 2015),POL S 442 A,GOVT & POL-CHINA,"WHITING, SUSAN H",51,8,16,7,6,3,1,3,3,,1,,,3,3.2
2015-16,20154 (Autumn 2015),POL S 448 A,POLITICS OF THE EU,"WENDLER, FRANK",20,1,8,6,4,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),POL S 505 A,COMP POLITICS CORE,"MENALDO, VICTOR A.",13,9,4,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PORT 110 B,ACCEL ELEM PORTUG,"KINZER, KENT M",13,5,7,,,,,,,,,,1,,3.4
2015-16,20154 (Autumn 2015),PROS 520 A,P-COMPLETE DENTURES,"SHOR, KAVITA",62,14,36,8,3,1,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),PROS 523 A,P-REM PRT DNTR DSGN,"ZHANG, HAI",62,12,32,9,4,4,1,,,,,,,,3.5
2015-16,20154 (Autumn 2015),PSYCH 101 A,INTRO TO PSYCH,"PASSER, MICHAEL W",238,47,45,30,24,19,20,13,14,5,6,2,8,5,2.9
2015-16,20154 (Autumn 2015),PSYCH 101 B,INTRO TO PSYCH,"PICKRELL, JACQUELINE E.",245,104,75,30,7,9,6,2,3,3,1,2,,3,3.5
2015-16,20154 (Autumn 2015),PSYCH 101 C,INTRO TO PSYCH,"GRAHAM, LAUREN K",318,75,68,42,34,31,14,10,13,7,5,7,7,5,3
2015-16,20154 (Autumn 2015),PSYCH 101 D,INTRO TO PSYCH,"PASSER, MICHAEL W",86,25,23,6,6,4,4,4,6,4,,1,2,1,3.1
2015-16,20154 (Autumn 2015),PSYCH 101 E,INTRO TO PSYCH,"PICKRELL, JACQUELINE E.",82,33,24,11,7,2,,1,1,,1,,,2,3.5
2015-16,20154 (Autumn 2015),PSYCH 101 F,INTRO TO PSYCH,"GRAHAM, LAUREN K",111,33,26,14,9,13,6,3,5,,2,,,,3.2
2015-16,20154 (Autumn 2015),PSYCH 200 A,COMP ANIM BEHAV,"O'LOGHLEN, ADRIAN L.",26,11,15,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PSYCH 200 B,COMP ANIM BEHAV,"SISNEROS, JOSEPH A.",24,14,7,3,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PSYCH 200 C,COMP ANIM BEHAV,"HA, RENEE ROBINETTE",22,5,6,6,,4,1,,,,,,,,3.3
2015-16,20154 (Autumn 2015),PSYCH 202 A,BIOPSYCH,"GRAHAM, LAUREN K",294,52,64,48,28,31,20,14,13,5,2,5,6,6,3
2015-16,20154 (Autumn 2015),PSYCH 206 B,HUMAN DEVELOPMENT,"HA, RENEE ROBINETTE",110,11,20,21,17,18,6,4,2,5,1,,1,4,2.9
2015-16,20154 (Autumn 2015),PSYCH 209 A,FDMNTLS PSYCH RSCH,"VOORHIES, ANN C",215,53,57,41,17,26,7,4,6,3,,,1,,3.3
2015-16,20154 (Autumn 2015),PSYCH 250 A,RACISM&MINORITY GRP,"GUZMAN, GONZALO",101,90,4,4,,1,,,,,,,1,1,3.8
2015-16,20154 (Autumn 2015),PSYCH 300 A,ANIMAL BEHAVIOR,"BEECHER, MICHAEL D",71,7,18,12,14,10,4,4,,,,,,2,3.1
2015-16,20154 (Autumn 2015),PSYCH 305 A,ABNORMAL PSYCHOLOGY,"CHUN, DEBORAH Y.",154,49,48,22,15,10,6,3,,,,,,1,3.4
2015-16,20154 (Autumn 2015),PSYCH 315 A,UNDRSTD STATS PSYCH,"NELSON, DANA C",102,41,20,8,10,10,5,2,,1,2,,1,2,3.3
2015-16,20154 (Autumn 2015),PSYCH 317 A,PSYCH PROB & STAT,"LITTLE, LAURA M.",98,31,27,13,9,10,4,1,1,,,,,2,3.4
2015-16,20154 (Autumn 2015),PSYCH 330 A,LAB ANIMAL BEHAVIOR,"FRITSCHER, SAETHRA JADE",20,1,5,5,7,2,,,,,,,,,3.2
2015-16,20154 (Autumn 2015),PSYCH 331 A,LAB HUMAN PERFORM,"JOSLYN, SUSAN L",21,14,4,1,1,1,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),PSYCH 332 A,NEUROBEHAVIORAL LAB,"DIAZ, JAIME",30,26,3,1,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PSYCH 332 B,NEUROBEHAVIORAL LAB,"DIAZ, JAIME",30,25,4,1,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PSYCH 333 A,SEN/PERCPT PROCESS,"COVEY, ELLEN",39,6,7,8,3,7,1,2,2,,,1,,2,3
2015-16,20154 (Autumn 2015),PSYCH 345 A,SOCIAL PSYCHOLOGY,"FRYBERG, STEPHANIE A",109,30,36,12,10,10,5,5,,,,1,,,3.3
2015-16,20154 (Autumn 2015),PSYCH 355 A,COGNITIVE PSYCH,"PICKRELL, JACQUELINE E.",107,68,22,7,4,2,1,1,,,,,1,1,3.7
2015-16,20154 (Autumn 2015),PSYCH 357 A,PSYCHOBIOL OF WOMEN,"KENNEY, NANCY J",71,15,10,11,10,11,5,3,1,1,3,,1,,3
2015-16,20154 (Autumn 2015),PSYCH 403 A,MOTIVATION,"VOORHIES, ANN C",35,34,1,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),PSYCH 413 A,ADOLESCENT DEVELPMT,"MONAHAN, KATHRYN",28,4,9,4,7,3,,1,,,,,,,3.3
2015-16,20154 (Autumn 2015),PSYCH 421 A,NEURAL BASIS BEHAVR,"DIAZ, JAIME",70,35,11,14,3,1,1,,1,,,,3,1,3.5
2015-16,20154 (Autumn 2015),PSYCH 435 A,HUMAN COLOR VISION,"BUCK, STEVEN L.",21,6,11,1,1,,,,,,,,,2,3.7
2015-16,20154 (Autumn 2015),PSYCH 437 A,MOTOR DEVELOPMENT,"SMOLL, FRANK L",23,3,2,3,3,4,4,1,,1,,,2,,2.7
2015-16,20154 (Autumn 2015),PSYCH 443 A,MOTIVATION THEORIES,"MCNICHOLS, NICOLE K",38,20,9,2,1,1,,2,2,,,,,1,3.5
2015-16,20154 (Autumn 2015),PSYCH 448 F,SMNR IN PSYCHOLOGY,"LARIMER, MARY E",17,15,1,,,,,,,,,,,1,3.9
2015-16,20154 (Autumn 2015),PSYCH 451 A,HEALTH PSYCHOLOGY,"CHUN, DEBORAH Y.",34,11,3,6,3,5,5,,1,,,,,,3.2
2015-16,20154 (Autumn 2015),PSYCH 466 A,PSYCH JUDGMNT & DEC,"MIYAMOTO, JOHN M",16,7,8,,,,,1,,,,,,,3.7
2015-16,20154 (Autumn 2015),PSYCH 480 A,IDEAS HUMAN NATURE,"BARASH, DAVID P",22,9,10,1,1,,,,,,,,1,,3.6
2015-16,20154 (Autumn 2015),PSYCH 489 A,CLINICAL PSYCHOLOGY,"BEDARD-GILLIGAN, MICHELE A",26,3,12,4,3,2,2,,,,,,,,3.3
2015-16,20154 (Autumn 2015),PSYCH 515 A,CORE CONCPT PERS&SOC,"REPACHOLI, BETTY",14,9,3,2,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),PSYCH 522 A,STAT CMPUTATION LAB,"BOYNTON, GEOFFREY M",27,25,,1,,,,,,,,,,1,3.9
2015-16,20154 (Autumn 2015),PSYCH 524 A,INTRO STAT/DATA ANL,"BOYNTON, GEOFFREY M",27,17,7,2,,,,,,,,,,1,3.8
2015-16,20154 (Autumn 2015),Q SCI 291 A,ANLYS FOR BIOL 1,"JOHNSON, JAY ALLAN",66,21,18,5,5,4,2,7,1,,,2,1,,3.2
2015-16,20154 (Autumn 2015),Q SCI 381 A,INTRO PROBABIL&STAT,"GALLUCCI, VINCENT F",128,6,12,16,18,28,14,14,7,7,1,1,2,2,2.6
2015-16,20154 (Autumn 2015),Q SCI 381 B,INTRO PROBABIL&STAT,"HOLTGRIEVE, GORDON W.",80,12,26,18,9,3,3,,1,1,,2,5,,3
2015-16,20154 (Autumn 2015),Q SCI 482 A,STAT INFR IN ECOL,"GANGULY, INDRONEIL",68,19,30,11,2,2,,1,,,,,,3,3.6
2015-16,20154 (Autumn 2015),QMETH 201 A,INTRO TO STAT MTHDS,"STUDER-ELLIS, ERICH",107,9,16,16,11,20,6,6,6,5,5,,,7,2.8
2015-16,20154 (Autumn 2015),QMETH 201 B,INTRO TO STAT MTHDS,"STUDER-ELLIS, ERICH",117,5,27,17,19,11,9,7,4,3,4,2,,9,2.8
2015-16,20154 (Autumn 2015),QMETH 201 C,INTRO TO STAT MTHDS,"STUDER-ELLIS, ERICH",104,5,23,20,13,15,8,8,2,2,,4,4,,2.8
2015-16,20154 (Autumn 2015),QMETH 450 A,SPREADSHEET MODELS,"WAGNER, MICHAEL R",45,2,20,18,4,,,,,,,,,1,3.4
2015-16,20154 (Autumn 2015),QMETH 501 B,DECSN SUP MODELS,"HILLIER, MARK S",53,10,19,18,5,,1,,,,,,,,3.5
2015-16,20154 (Autumn 2015),QMETH 501 D,DECSN SUP MODELS,"HILLIER, MARK S",55,7,31,13,2,2,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),QMETH 501 G,DECSN SUP MODELS,"HILLIER, MARK S",14,6,4,3,1,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),R E 508 A,FINANCIAL MODEL I,"ROLFE, GEORGE R",35,6,12,5,5,7,,,,,,,,,3.4
